Training POS tagger....
Averaging weights....
Done!

Training dependency parser....
0 0.622
1 0.706
2 0.749
3 0.774
4 0.794
5 0.809
6 0.822
7 0.831
8 0.840
9 0.846
10 0.849
11 0.853
12 0.857
13 0.859
14 0.862
Averaging weights....
Done!

Saving model to model/parser.pickle
29 rose 17 17
30 10 31 31
31 % 29 29
32 . 5 5

0 ROOT ROOT None
1 J.P. 2 2
2 Morgan 0 6
3 & 2 2
4 Co 2 2
5 . 4 2

0 ROOT ROOT None
1 J.P. 2 2
2 Morgan 7 7
3 , 7 2
4 as 5 5
5 expected 7 2
6 , 7 2
7 posted 0 42
8 a 13 13
9 $ 13 13
10 1.82 11 11
11 billion 9 9
12 net 13 13
13 loss 7 7
14 for 13 13
15 the 16 16
16 quarter 14 14
17 , 7 7
18 reflecting 7 7
19 the 22 22
20 New 22 22
21 York 22 22
22 bank 24 24
23 's 22 22
24 decision 18 18
25 last 26 26
26 month 24 18
27 to 28 28
28 add 24 18
29 $ 28 28
30 2 31 29
31 billion 29 29
32 to 28 33
33 reserves 32 28
34 for 28 33
35 losses 34 34
36 on 35 35
37 loans 36 36
38 to 37 33
39 less-developed 40 40
40 countries 38 38
41 . 7 7

0 ROOT ROOT None
1 The 3 3
2 reserve 3 3
3 addition 4 4
4 placed 0 34
5 the 6 6
6 parent 4 4
7 of 6 6
8 Morgan 11 11
9 Guaranty 11 11
10 Trust 11 11
11 Co. 7 7
12 among 4 4
13 a 17 17
14 few 17 17
15 major 17 17
16 U.S. 17 17
17 banks 12 12
18 that 20 20
19 have 20 20
20 covered 17 17
21 nearly 27 22
22 all 27 20
23 their 27 24
24 medium 27 22
25 and 24 24
26 long-term 24 27
27 portfolios 20 24
28 to 27 27
29 less-developed 30 30
30 countries 28 28
31 with 20 24
32 reserves 31 31
33 . 4 4

0 ROOT ROOT None
1 The 3 3
2 latest 3 3
3 quarter 5 6
4 's 3 3
5 loss 6 6
6 equals 0 12
7 $ 6 6
8 9.92 7 7
9 a 10 10
10 share 7 7
11 . 6 6

0 ROOT ROOT None
1 In 7 7
2 the 4 4
3 year-earlier 4 4
4 quarter 1 1
5 , 7 7
6 Morgan 7 7
7 earned 0 18
8 $ 7 7
9 233.6 10 10
10 million 8 8
11 , 8 8
12 or 8 8
13 $ 8 8
14 1.25 13 13
15 a 16 16
16 share 13 13
17 . 7 7

0 ROOT ROOT None
1 George 3 3
2 M. 3 3
3 Salem 11 11
4 , 3 3
5 analyst 3 3
6 at 5 5
7 Prudential-Bache 9 9
8 Securities 9 9
9 Inc. 6 6
10 , 3 3
11 called 0 19
12 the 13 13
13 results 16 16
14 `` 16 16
15 mildly 16 16
16 disappointing 11 11
17 . 11 11
18 '' 11 11

0 ROOT ROOT None
1 Excluding 16 16
2 the 6 6
3 $ 6 6
4 2 5 5
5 billion 3 3
6 provision 1 1
7 and 1 6
8 allowing 1 6
9 for 8 1
10 the 11 11
11 taxes 9 9
12 Morgan 13 13
13 paid 11 11
14 , 16 16
15 earnings 16 16
16 were 25 25
17 about 18 16
18 65 19 19
19 cents 16 17
20 a 21 21
21 share 19 19
22 , 25 25
23 Mr. 24 24
24 Salem 25 25
25 said 0 27
26 . 25 25

0 ROOT ROOT None
1 In 11 11
2 New 7 7
3 York 7 7
4 Stock 7 7
5 Exchange 7 7
6 composite 7 7
7 trading 1 1
8 yesterday 11 7
9 , 11 11
10 Morgan 11 11
11 climbed 0 20
12 $ 11 11
13 1.50 12 12
14 a 15 15
15 share 12 12
16 to 11 11
17 $ 16 16
18 44.125 17 17
19 . 11 11

0 ROOT ROOT None
1 Net 3 3
2 interest 3 3
3 income 4 4
4 sank 0 19
5 27 6 6
6 % 4 4
7 in 4 4
8 the 9 9
9 quarter 7 7
10 to 4 4
11 $ 10 10
12 254 13 13
13 million 11 11
14 from 4 4
15 $ 14 14
16 347 17 17
17 million 15 15
18 . 4 4

0 ROOT ROOT None
1 The 3 3
2 interest 3 3
3 rate 18 18
4 on 3 3
5 short-term 6 6
6 funds 4 4
7 , 6 6
8 which 10 10
9 banks 10 10
10 borrow 6 6
11 to 12 12
12 finance 10 10
13 longer-term 14 14
14 loans 12 12
15 to 14 12
16 customers 15 15
17 , 6 3
18 was 25 25
19 `` 18 18
20 sharply 21 21
21 higher 18 18
22 , 25 25
23 '' 25 25
24 Morgan 25 25
25 said 0 27
26 . 25 25

0 ROOT ROOT None
1 Morgan 2 2
2 received 0 38
3 $ 2 2
4 2 5 3
5 million 3 3
6 of 3 3
7 interest 8 8
8 payments 6 6
9 on 8 8
10 its 15 11
11 medium 15 9
12 and 11 11
13 long-term 11 15
14 Brazilian 15 15
15 loans 9 11
16 ; 2 2
17 had 20 2
18 they 20 20
19 been 20 20
20 accruing 28 17
21 interest 20 20
22 , 28 28
23 net 25 25
24 interest 25 25
25 income 28 28
26 would 28 28
27 have 28 28
28 been 38 20
29 $ 32 32
30 35 31 31
31 million 29 29
32 higher 28 28
33 in 28 32
34 the 35 35
35 quarter 33 33
36 , 38 38
37 Morgan 38 38
38 said 2 40
39 . 2 38

0 ROOT ROOT None
1 Such 2 2
2 loans 6 25
3 to 2 2
4 Argentina 3 3
5 also 6 6
6 remain 0 2
7 classified 6 6
8 as 7 7
9 non-accruing 8 8
10 , 6 6
11 costing 6 6
12 the 13 13
13 bank 11 11
14 $ 11 13
15 10 16 16
16 million 14 14
17 of 14 14
18 interest 19 19
19 income 17 17
20 in 11 19
21 the 23 23
22 third 23 23
23 period 20 20
24 . 6 2

0 ROOT ROOT None
1 Income 7 7
2 from 1 1
3 sources 2 2
4 other 3 3
5 than 4 7
6 interest 5 7
7 climbed 0 29
8 12 9 9
9 % 7 7
10 to 7 7
11 $ 10 10
12 414 13 13
13 million 11 11
14 , 7 7
15 reflecting 7 7
16 higher 20 17
17 corporate-finance 20 15
18 and 17 17
19 other 17 20
20 fees 15 17
21 and 20 20
22 gains 20 20
23 on 22 20
24 sales 23 23
25 of 24 24
26 investment 27 27
27 securities 25 25
28 . 7 7

0 ROOT ROOT None
1 `` 15 15
2 These 3 3
3 increases 6 6
4 were 6 6
5 partly 6 6
6 offset 15 15
7 by 6 6
8 lower 11 11
9 trading-related 11 11
10 '' 11 11
11 income 7 7
12 , 15 15
13 the 14 14
14 bank 15 15
15 said 0 17
16 . 15 15

0 ROOT ROOT None
1 Non-interest 2 2
2 expenses 3 3
3 grew 0 11
4 16 5 5
5 % 3 3
6 to 3 3
7 $ 6 6
8 496 9 9
9 million 7 7
10 . 3 3

0 ROOT ROOT None
1 NCNB 2 2
2 Corp 0 4
3 . 2 2

0 ROOT ROOT None
1 NCNB 2 2
2 Corp. 5 5
3 's 2 2
4 net 5 5
5 income 8 26
6 more 7 5
7 than 8 8
8 doubled 0 5
9 in 8 8
10 the 11 11
11 period 9 9
12 , 8 8
13 largely 15 8
14 because 15 15
15 of 8 8
16 continued 18 18
17 strong 18 18
18 performance 15 15
19 by 18 8
20 the 21 21
21 bank 24 24
22 's 21 21
23 Texas 24 24
24 operations 19 19
25 . 8 5

0 ROOT ROOT None
1 The 6 2
2 Charlotte 6 7
3 , 2 2
4 N.C. 2 2
5 , 2 7
6 company 7 7
7 said 0 36
8 earnings 9 9
9 rose 7 7
10 to 9 9
11 $ 10 10
12 143.6 13 13
13 million 11 11
14 , 11 11
15 or 11 11
16 $ 11 11
17 1.45 16 16
18 a 19 19
19 share 16 16
20 , 11 9
21 from 9 9
22 $ 21 21
23 58.9 24 24
24 million 22 22
25 , 22 22
26 or 22 22
27 69 28 28
28 cents 22 22
29 a 30 30
30 share 28 28
31 , 21 9
32 a 33 33
33 year 34 34
34 earlier 21 9
35 . 7 7

0 ROOT ROOT None
1 The 3 3
2 latest 3 3
3 quarter 4 4
4 included 0 39
5 a 6 6
6 gain 4 4
7 of 6 6
8 $ 7 7
9 56.1 10 10
10 million 8 8
11 , 8 8
12 or 8 8
13 59 14 14
14 cents 8 8
15 a 16 16
16 share 14 14
17 , 8 8
18 related 6 6
19 to 18 18
20 the 21 21
21 purchase 19 19
22 of 21 21
23 the 26 26
24 remaining 26 26
25 51 26 26
26 % 22 22
27 of 26 26
28 NCNB 31 31
29 Texas 31 31
30 National 31 31
31 Bank 27 27
32 from 21 21
33 the 37 37
34 Federal 37 37
35 Deposit 37 37
36 Insurance 37 37
37 Corp 32 32
38 . 4 4

0 ROOT ROOT None
1 The 3 3
2 strong 3 3
3 performance 7 7
4 , 7 7
5 however 7 7
6 , 7 5
7 contrasted 0 27
8 with 7 7
9 an 12 12
10 unexpectedly 11 12
11 large 12 12
12 increase 8 8
13 in 12 12
14 the 15 15
15 size 13 13
16 of 15 15
17 NCNB 20 20
18 's 17 17
19 problem 20 20
20 loans 16 16
21 , 7 20
22 particularly 23 23
23 in 7 20
24 the 25 25
25 Southeast 23 23
26 . 7 7

0 ROOT ROOT None
1 In 8 8
2 the 4 4
3 third 4 4
4 quarter 1 1
5 , 8 8
6 nonperforming 7 8
7 assets 8 8
8 jumped 0 36
9 to 8 8
10 $ 9 9
11 474.1 12 12
12 million 10 10
13 , 10 10
14 or 10 10
15 1.43 16 16
16 % 10 10
17 of 16 16
18 net 19 19
19 loans 17 17
20 and 19 19
21 leases 19 19
22 , 10 10
23 from 8 8
24 $ 23 23
25 232.8 26 26
26 million 24 24
27 , 24 24
28 or 24 24
29 1.13 30 30
30 % 24 24
31 in 23 23
32 the 34 34
33 second 34 34
34 quarter 31 31
35 . 8 8

0 ROOT ROOT None
1 Nonperformers 2 2
2 totaled 0 16
3 $ 2 2
4 230.8 5 5
5 million 3 3
6 , 3 3
7 or 3 3
8 1.27 9 9
9 % 3 3
10 in 2 3
11 the 14 14
12 year-ago 14 14
13 third 14 14
14 quarter 10 10
15 . 2 2

0 ROOT ROOT None
1 Included 0 10
2 in 1 1
3 the 4 4
4 increase 2 10
5 in 4 4
6 the 9 9
7 most 8 8
8 recent 9 9
9 quarter 5 5
10 is 1 39
11 a 15 15
12 $ 15 15
13 33 14 14
14 million 12 12
15 loan 1 10
16 , 15 15
17 which 19 19
18 NCNB 19 19
19 said 15 10
20 it 22 22
21 `` 22 22
22 expects 19 19
23 to 26 26
24 be 26 26
25 fully 26 26
26 repaid 22 22
27 , 26 22
28 with 26 22
29 no 30 30
30 loss 28 28
31 , 26 30
32 early 26 33
33 in 32 22
34 the 36 36
35 fourth 36 36
36 quarter 33 33
37 . 1 10
38 '' 1 10

0 ROOT ROOT None
1 The 2 2
2 deterioration 6 6
3 in 2 2
4 credit 5 5
5 quality 3 3
6 offset 0 35
7 strong 9 9
8 loan 9 9
9 growth 6 6
10 of 9 9
11 17 12 12
12 % 10 10
13 in 9 12
14 NCNB 17 17
15 's 14 14
16 Southeast 17 17
17 operations 13 13
18 , 9 6
19 as 20 20
20 well 9 6
21 as 20 20
22 a 25 25
23 28 24 24
24 % 25 25
25 growth 9 21
26 in 25 25
27 deposits 26 26
28 resulting 25 27
29 from 28 28
30 an 33 33
31 aggressive 33 33
32 marketing 33 33
33 campaign 29 29
34 . 6 6

0 ROOT ROOT None
1 The 3 3
2 higher 3 3
3 rates 8 8
4 paid 3 3
5 on 4 4
6 deposits 5 5
7 also 8 8
8 helped 0 28
9 squeeze 8 8
10 NCNB 14 14
11 's 10 10
12 net 14 14
13 interest 14 14
14 margin 9 9
15 in 14 14
16 the 17 17
17 Southeast 15 15
18 to 9 14
19 3.38 20 20
20 % 18 18
21 from 9 14
22 3.80 23 23
23 % 21 21
24 a 25 25
25 year 26 26
26 earlier 21 23
27 . 8 8

0 ROOT ROOT None
1 In 9 9
2 Big 5 6
3 Board 5 6
4 composite 5 6
5 trading 1 6
6 yesterday 9 1
7 , 9 9
8 NCNB 9 9
9 jumped 0 19
10 $ 9 9
11 3.50 10 10
12 a 13 13
13 share 10 10
14 , 9 9
15 to 9 9
16 $ 15 15
17 51 16 16
18 . 9 9

0 ROOT ROOT None
1 Results 3 3
2 were 3 3
3 released 0 9
4 after 7 7
5 the 6 6
6 market 7 7
7 closed 3 3
8 . 3 3

0 ROOT ROOT None
1 NCNB 3 3
2 Texas 3 3
3 National 19 19
4 , 3 3
5 formed 3 3
6 from 5 5
7 the 8 8
8 remnants 6 6
9 of 8 8
10 of 8 9
11 the 15 15
12 failed 15 15
13 First 15 15
14 RepublicBank 15 15
15 Corp. 10 10
16 of 15 15
17 Dallas 16 16
18 , 3 3
19 contributed 0 33
20 $ 19 19
21 76.9 22 22
22 million 20 20
23 to 19 19
24 NCNB 27 27
25 's 24 24
26 bottom 27 27
27 line 23 23
28 in 19 27
29 the 31 31
30 third 31 31
31 quarter 28 28
32 . 19 19

0 ROOT ROOT None
1 NCNB 2 2
2 said 0 19
3 its 5 5
4 third-quarter 5 5
5 results 6 6
6 reflect 2 2
7 100 8 8
8 % 6 6
9 of 8 8
10 earnings 9 9
11 of 10 10
12 the 14 14
13 Texas 14 14
14 operation 11 11
15 since 10 6
16 Aug. 15 15
17 1 16 16
18 . 2 2

0 ROOT ROOT None
1 NCNB 2 2
2 raised 0 34
3 some 4 4
4 $ 2 2
5 1.9 4 6
6 billion 4 4
7 in 4 4
8 new 9 9
9 capital 7 7
10 during 2 2
11 the 12 12
12 quarter 10 10
13 to 14 14
14 complete 2 2
15 the 18 18
16 NCNB 18 18
17 Texas 18 18
18 purchase 14 14
19 , 14 2
20 and 14 2
21 to 22 22
22 acquire 14 2
23 several 26 25
24 small 26 23
25 failed 26 22
26 thrifts 22 28
27 to 28 28
28 fill 22 25
29 out 28 28
30 its 32 32
31 regional 32 32
32 franchise 28 28
33 . 2 2

0 ROOT ROOT None
1 Last 2 2
2 week 7 7
3 , 7 7
4 the 6 6
5 banking 6 6
6 company 7 7
7 said 0 37
8 it 9 9
9 purchased 7 7
10 both 12 12
11 Freedom 12 12
12 Savings 9 9
13 & 12 12
14 Loan 15 15
15 Association 12 12
16 , 12 15
17 Tampa 12 15
18 , 17 17
19 Fla. 17 17
20 , 17 12
21 and 12 12
22 University 25 25
23 Federal 25 25
24 Savings 25 25
25 Association 12 12
26 of 25 25
27 San 28 26
28 Antonio 26 27
29 , 28 27
30 Texas 28 27
31 , 28 12
32 for 9 9
33 $ 32 32
34 169.4 35 35
35 million 33 33
36 . 7 7

0 ROOT ROOT None
1 In 11 11
2 the 5 5
3 first 5 5
4 nine 5 5
5 months 1 1
6 , 11 11
7 NCNB 10 10
8 's 7 7
9 net 10 10
10 income 11 11
11 climbed 0 40
12 65 13 13
13 % 11 11
14 to 11 11
15 $ 14 14
16 310.9 17 17
17 million 15 15
18 , 15 15
19 or 15 15
20 $ 15 15
21 3.30 20 20
22 a 23 23
23 share 20 20
24 , 15 11
25 from 11 11
26 $ 25 25
27 188.2 28 28
28 million 26 26
29 , 26 26
30 or 26 26
31 $ 26 26
32 2.22 31 31
33 a 34 34
34 share 31 31
35 , 25 11
36 a 37 37
37 year 38 38
38 earlier 25 11
39 . 11 11

0 ROOT ROOT None
1 Security 3 3
2 Pacific 3 3
3 Corp 0 5
4 . 3 3

0 ROOT ROOT None
1 Security 2 2
2 Pacific 5 6
3 's 2 2
4 earnings 5 6
5 growth 6 6
6 slowed 0 19
7 in 6 6
8 the 10 10
9 third 10 10
10 quarter 7 7
11 , 6 6
12 but 6 6
13 the 18 18
14 Los 18 18
15 Angeles 18 18
16 bank 18 18
17 holding 18 18
18 company 19 19
19 was 6 42
20 still 19 19
21 able 19 19
22 to 23 23
23 post 21 21
24 a 27 27
25 10 26 26
26 % 27 27
27 increase 23 23
28 in 27 27
29 net 30 30
30 income 28 28
31 because 32 32
32 of 23 30
33 robust 34 34
34 growth 32 32
35 in 34 34
36 residential 37 37
37 real-estate 35 35
38 and 37 37
39 consumer 40 40
40 loans 37 37
41 . 6 19

0 ROOT ROOT None
1 Net 2 2
2 rose 0 29
3 to 2 2
4 $ 3 3
5 185.1 6 6
6 million 4 4
7 , 4 4
8 or 4 4
9 $ 4 4
10 1.55 9 9
11 a 12 12
12 share 9 9
13 , 4 2
14 from 2 2
15 $ 14 14
16 167.9 17 17
17 million 15 15
18 , 15 15
19 or 15 15
20 $ 15 15
21 1.47 20 20
22 a 23 23
23 share 20 20
24 , 14 2
25 a 26 26
26 year 27 27
27 earlier 14 2
28 . 2 2

0 ROOT ROOT None
1 The 2 2
2 company 3 3
3 said 0 42
4 the 5 5
5 gain 6 6
6 resulted 3 3
7 mainly 6 8
8 from 6 6
9 a 13 13
10 $ 13 13
11 54 12 12
12 million 10 10
13 increase 8 8
14 in 13 13
15 net 17 17
16 interest 17 17
17 income 14 14
18 , 6 17
19 reflecting 6 17
20 a 23 23
21 33 22 22
22 % 23 23
23 increase 19 19
24 in 23 23
25 real 27 27
26 estate 27 27
27 loans 24 24
28 ( 30 27
29 mainly 30 28
30 residential 27 29
31 ) 30 29
32 , 23 23
33 and 23 23
34 a 37 37
35 19 36 36
36 % 37 37
37 rise 23 23
38 in 37 37
39 consumer 40 40
40 loans 38 38
41 . 3 3

0 ROOT ROOT None
1 These 3 3
2 high-yielding 3 3
3 loans 6 6
4 in 6 6
5 effect 4 6
6 replaced 0 21
7 some 9 9
8 low-yielding 9 9
9 assets 6 6
10 such 11 11
11 as 9 9
12 inter-bank 13 13
13 loans 11 11
14 , 13 13
15 which 17 17
16 were 17 17
17 allowed 13 13
18 to 19 19
19 decrease 17 17
20 . 6 6

0 ROOT ROOT None
1 As 11 11
2 a 3 3
3 result 1 1
4 , 11 11
5 Security 6 6
6 Pacific 10 10
7 's 6 6
8 net 10 10
9 interest 10 10
10 margin 11 11
11 fell 0 36
12 only 13 15
13 13 15 15
14 basis 15 15
15 points 11 11
16 , 15 15
17 a 20 20
18 more 19 19
19 mild 20 20
20 decrease 15 15
21 than 20 20
22 some 24 24
23 major 24 24
24 banks 21 21
25 outside 24 24
26 California 25 25
27 , 24 26
28 which 31 31
29 have 31 31
30 been 31 31
31 reporting 24 15
32 more 33 33
33 sluggish 34 34
34 earnings 31 31
35 . 11 11

0 ROOT ROOT None
1 Security 3 3
2 Pacific 3 3
3 shares 4 4
4 closed 0 19
5 at 4 4
6 $ 5 5
7 44.625 6 6
8 , 4 4
9 down 4 4
10 37.5 11 11
11 cents 9 9
12 , 4 4
13 in 4 4
14 Big 17 17
15 Board 17 17
16 composite 17 17
17 trading 13 13
18 . 4 4

0 ROOT ROOT None
1 The 2 2
2 earnings 3 3
3 represent 0 22
4 a 7 7
5 0.89 6 6
6 % 7 7
7 return 3 3
8 on 7 7
9 assets 8 8
10 for 7 9
11 Security 12 12
12 Pacific 10 10
13 , 7 3
14 and 7 3
15 an 18 18
16 18.9 17 17
17 % 18 18
18 return 7 3
19 on 18 18
20 equity 19 19
21 . 3 3

0 ROOT ROOT None
1 The 3 3
2 loan 3 3
3 growth 4 15
4 offset 0 3
5 continuing 8 4
6 real-estate 8 8
7 loan 8 8
8 losses 4 5
9 in 8 5
10 the 13 13
11 depressed 13 13
12 Arizona 13 13
13 market 9 9
14 . 4 3

0 ROOT ROOT None
1 Security 2 2
2 Pacific 3 3
3 reported 0 29
4 a 7 7
5 33 6 6
6 % 7 7
7 increase 3 3
8 in 7 7
9 net 11 11
10 credit 11 11
11 losses 8 8
12 for 7 11
13 the 14 14
14 quarter 12 12
15 , 7 7
16 to 7 3
17 $ 16 16
18 109 19 19
19 million 17 17
20 from 7 3
21 $ 20 20
22 81.9 23 23
23 million 21 21
24 in 20 21
25 the 27 27
26 year-ago 27 27
27 period 24 24
28 . 3 3

0 ROOT ROOT None
1 Nonperforming 2 3
2 loans 3 3
3 grew 0 21
4 slightly 3 3
5 to 3 3
6 $ 5 5
7 1.75 8 8
8 billion 6 6
9 at 5 3
10 Sept. 9 9
11 30 10 10
12 , 3 3
13 from 3 3
14 $ 13 13
15 1.7 16 16
16 billion 14 14
17 a 18 18
18 year 19 19
19 ago 13 13
20 . 3 3

0 ROOT ROOT None
1 Security 2 2
2 Pacific 5 5
3 's 2 2
4 loan-loss 5 5
5 provision 6 6
6 was 0 27
7 down 6 6
8 22 9 9
9 % 7 7
10 , 9 9
11 or 9 9
12 $ 9 9
13 30.4 14 14
14 million 12 12
15 , 9 9
16 because 18 18
17 it 18 18
18 added 6 6
19 to 18 18
20 its 22 22
21 foreign-debt 22 22
22 reserve 19 19
23 the 24 24
24 year 25 19
25 before 18 18
26 . 6 6

0 ROOT ROOT None
1 Non-interest 2 2
2 income 3 3
3 fell 0 28
4 6 5 5
5 % 3 3
6 in 3 3
7 the 8 8
8 quarter 6 6
9 , 3 3
10 mainly 12 12
11 because 12 12
12 of 3 3
13 an 15 15
14 unusual 15 15
15 gain 12 12
16 a 17 17
17 year 18 18
18 earlier 15 15
19 from 15 18
20 the 21 21
21 sale 19 19
22 of 21 21
23 Hong 26 26
24 Kong 26 26
25 banking 26 26
26 operations 22 22
27 . 3 3

0 ROOT ROOT None
1 Non-interest 2 2
2 expense 3 3
3 grew 0 11
4 only 5 5
5 4 6 6
6 % 3 3
7 in 3 3
8 the 9 9
9 period 7 7
10 . 3 3

0 ROOT ROOT None
1 For 7 7
2 the 4 4
3 nine 4 4
4 months 1 1
5 , 7 7
6 net 7 7
7 rose 0 36
8 17 9 9
9 % 7 7
10 to 7 7
11 $ 10 10
12 548.9 13 13
13 million 11 11
14 , 11 11
15 or 11 11
16 $ 11 11
17 4.67 16 16
18 a 19 19
19 share 16 16
20 , 11 7
21 from 7 7
22 $ 21 21
23 469.4 24 24
24 million 22 22
25 , 22 22
26 or 22 22
27 $ 22 22
28 4.13 27 27
29 a 30 30
30 share 27 27
31 , 21 7
32 a 33 33
33 year 34 34
34 earlier 21 7
35 . 7 7

0 ROOT ROOT None
1 LIN 3 3
2 Broadcasting 3 3
3 Corp. 4 4
4 said 0 33
5 it 8 8
6 wo 8 8
7 n't 8 8
8 take 4 4
9 a 10 10
10 position 8 8
11 on 10 10
12 a 15 15
13 revised 15 15
14 tender 15 15
15 offer 11 11
16 by 15 15
17 McCaw 20 20
18 Cellular 20 20
19 Communications 20 20
20 Inc. 16 16
21 to 22 22
22 buy 15 15
23 LIN 22 22
24 and 8 8
25 has 26 26
26 asked 8 8
27 for 26 26
28 clarification 27 27
29 of 28 28
30 the 31 31
31 offer 29 29
32 . 4 4

0 ROOT ROOT None
1 The 3 3
2 new 3 3
3 offer 16 16
4 , 3 3
5 which 6 6
6 seeks 3 3
7 50.3 8 8
8 % 6 6
9 of 8 8
10 the 14 11
11 cellular 14 9
12 and 11 11
13 broadcasting 11 14
14 concern 9 11
15 , 3 3
16 is 0 28
17 for 16 16
18 $ 17 17
19 125 18 18
20 a 21 21
21 share 18 18
22 for 18 17
23 22 24 24
24 million 26 26
25 LIN 26 26
26 shares 22 22
27 . 16 16

0 ROOT ROOT None
1 McCaw 5 5
2 's 1 1
3 revised 5 5
4 tender 5 5
5 offer 7 7
6 would 7 7
7 require 0 44
8 McCaw 10 10
9 to 10 10
10 begin 7 7
11 an 13 13
12 auction 13 13
13 process 10 10
14 in 10 10
15 July 14 14
16 1994 15 15
17 that 19 19
18 would 19 19
19 buy 10 10
20 out 19 19
21 remaining 22 20
22 holders 19 21
23 at 19 21
24 a 26 26
25 per-share 26 26
26 price 23 23
27 roughly 28 28
28 equivalent 26 21
29 to 28 28
30 what 36 36
31 a 33 33
32 third 33 33
33 party 36 36
34 might 36 36
35 then 36 36
36 have 29 10
37 to 38 38
38 pay 36 36
39 for 38 38
40 all 39 39
41 of 40 40
42 LIN 41 41
43 . 7 7

0 ROOT ROOT None
1 LIN 3 3
2 is 3 3
3 asking 0 26
4 McCaw 3 3
5 to 6 6
6 clarify 3 3
7 its 9 9
8 tender 9 9
9 offer 6 6
10 , 9 9
11 which 12 12
12 challenges 9 9
13 an 14 14
14 agreement 12 12
15 between 14 14
16 BellSouth 17 17
17 Corp. 15 15
18 and 17 17
19 LIN 17 17
20 to 21 21
21 merge 14 14
22 their 24 24
23 cellular-telephone 24 24
24 businesses 21 21
25 . 3 3

0 ROOT ROOT None
1 BellSouth 3 3
2 has 3 3
3 notified 0 27
4 LIN 3 3
5 that 10 24
6 it 10 10
7 would 10 10
8 `` 10 10
9 shortly 10 10
10 respond 3 5
11 to 10 10
12 the 14 14
13 McCaw 14 14
14 proposal 11 11
15 in 10 14
16 as 17 10
17 full 21 16
18 and 17 17
19 effective 17 17
20 a 21 21
21 manner 15 19
22 as 24 24
23 is 24 24
24 warranted 21 3
25 . 3 3
26 '' 3 3

0 ROOT ROOT None
1 The 3 3
2 LIN 3 3
3 board 4 4
4 said 0 31
5 holders 8 8
6 may 8 8
7 be 8 8
8 misled 4 4
9 by 8 8
10 the 11 11
11 provision 9 9
12 in 11 11
13 the 15 15
14 McCaw 15 15
15 proposal 12 12
16 that 18 15
17 `` 18 18
18 guarantees 11 16
19 '' 18 22
20 private 22 22
21 market 22 22
22 value 18 18
23 after 18 8
24 five 25 25
25 years 23 23
26 for 18 25
27 the 29 29
28 remaining 29 29
29 shares 26 26
30 . 4 4

0 ROOT ROOT None
1 McCaw 2 2
2 has 22 22
3 `` 2 2
4 no 5 5
5 obligation 2 15
6 to 7 7
7 purchase 5 5
8 and 2 7
9 the 10 10
10 definition 15 7
11 of 10 10
12 private 14 14
13 market 14 14
14 value 11 11
15 is 2 2
16 uncertain 15 15
17 , 22 22
18 '' 22 22
19 the 21 21
20 LIN 21 21
21 board 22 22
22 said 0 24
23 . 22 22

0 ROOT ROOT None
1 The 2 2
2 board 3 3
3 added 0 43
4 that 7 7
5 McCaw 7 7
6 would 7 7
7 be 3 3
8 able 7 7
9 to 10 10
10 control 8 8
11 LIN 13 13
12 's 11 11
13 operations 10 10
14 and 7 10
15 could 20 10
16 , 20 15
17 `` 20 18
18 therefore 20 15
19 , 20 18
20 operate 7 21
21 LIN 20 18
22 in 20 18
23 a 24 24
24 manner 22 22
25 which 27 27
26 could 27 27
27 diminish 24 24
28 its 31 31
29 private 31 31
30 market 31 31
31 value 27 27
32 and 31 31
33 attractiveness 31 31
34 to 33 27
35 a 37 37
36 third-party 37 37
37 purchaser 34 34
38 in 27 27
39 five 40 40
40 years 38 38
41 . 3 3
42 '' 3 3

0 ROOT ROOT None
1 In 7 7
2 national 4 4
3 over-the-counter 4 4
4 trading 1 1
5 , 7 7
6 LIN 7 7
7 closed 0 16
8 at 7 7
9 $ 8 8
10 104.75 9 9
11 , 7 7
12 down 7 7
13 $ 12 12
14 2.75 13 13
15 . 7 7

0 ROOT ROOT None
1 A 2 2
2 group 9 9
3 of 2 2
4 institutional 5 5
5 investors 3 3
6 in 5 2
7 Telerate 8 8
8 Inc. 6 6
9 said 0 32
10 that 26 9
11 Dow 12 12
12 Jones 18 18
13 & 12 12
14 Co. 12 18
15 's 14 14
16 $ 18 18
17 18-a-share 16 18
18 offer 26 10
19 for 18 18
20 the 25 25
21 electronic 25 25
22 financial 25 24
23 information 25 24
24 services 25 25
25 company 19 19
26 is 9 25
27 `` 26 26
28 grossly 29 29
29 inadequate 26 26
30 . 9 9
31 '' 9 9

0 ROOT ROOT None
1 In 32 32
2 a 3 3
3 letter 1 1
4 filed 3 3
5 with 4 4
6 the 10 10
7 Securities 10 10
8 and 7 7
9 Exchange 7 7
10 Commission 5 5
11 , 32 10
12 the 13 13
13 group 32 10
14 , 13 10
15 which 16 16
16 holds 13 3
17 about 19 19
18 4.5 19 19
19 million 21 21
20 Telerate 21 21
21 shares 16 16
22 , 21 16
23 or 21 16
24 about 25 25
25 4.7 26 26
26 % 21 16
27 of 26 26
28 the 29 29
29 shares 27 27
30 outstanding 29 29
31 , 13 16
32 said 0 64
33 `` 32 32
34 ... 32 32
35 at 40 32
36 present 35 37
37 none 40 35
38 of 37 37
